loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1571,BW-3571,VA,2024-03-11,2054-03-11,338279,299229,3.659,360,FL,Refinance,F,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1572,BW-3572,Fixed,2021-06-02,2051-06-02,337022,328551,7.256,360,MI,DebtConsolidation,C,3-5 years,$0-$50k,Late (60-89 days),5,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1573,BW-3573,FHA,2021-03-05,2051-03-05,174143,126313,6.739,360,GA,Refinance,F,< 1 year,$0-$50k,Late (30-59 days),16,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1574,BW-3574,ARM,2020-10-17,2050-10-17,208232,203454,8.578,360,TX,Purchase,A,< 1 year,$0-$50k,Grace Period,31,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1575,BW-3575,ARM,2024-05-10,2054-05-10,265579,254891,7.343,360,FL,DebtConsolidation,E,5+ years,$150k+,Late (30-59 days),23,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1576,BW-3576,ARM,2021-04-22,2051-04-22,422621,215254,6.952,360,IL,Purchase,C,3-5 years,$100k-$150k,Current,0,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1577,BW-3577,ARM,2023-10-06,2053-10-06,351716,180409,7.815,360,NY,Refinance,F,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1578,BW-3578,FHA,2023-04-30,2053-04-30,236693,207765,4.243,360,IL,Refinance,A,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1579,BW-3579,ARM,2021-11-02,2051-11-02,378292,291418,5.101,360,CA,Purchase,F,1-3 years,$100k-$150k,Grace Period,27,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1580,BW-3580,VA,2020-08-08,2035-08-08,446092,391581,7.514,180,NY,Purchase,A,5+ years,$100k-$150k,Late (30-59 days),25,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1581,BW-3581,VA,2020-02-26,2035-02-26,345395,286715,3.630,180,IL,Refinance,A,< 1 year,$0-$50k,Late (60-89 days),2,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1582,BW-3582,ARM,2021-10-04,2051-10-04,454680,427033,4.865,360,OH,Purchase,E,5+ years,$0-$50k,Late (60-89 days),31,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1583,BW-3583,Fixed,2020-03-21,2050-03-21,276473,160415,8.657,360,MI,Purchase,F,< 1 year,$100k-$150k,Late (60-89 days),32,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1584,BW-3584,Fixed,2022-06-14,2037-06-14,378962,279291,3.857,180,TX,DebtConsolidation,C,5+ years,$0-$50k,Late (60-89 days),28,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1585,BW-3585,FHA,2024-09-21,2054-09-21,229113,195106,6.121,360,IL,Refinance,E,1-3 years,$100k-$150k,Grace Period,29,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1586,BW-3586,Fixed,2022-09-23,2052-09-23,124731,109966,9.090,360,NC,Purchase,F,< 1 year,$100k-$150k,Late (30-59 days),28,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1587,BW-3587,Fixed,2024-02-17,2054-02-17,213005,205876,4.706,360,FL,Purchase,A,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1588,BW-3588,FHA,2023-08-11,2053-08-11,220928,154559,3.965,360,MI,Purchase,C,3-5 years,$50k-$100k,Current,0,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1589,BW-3589,ARM,2022-11-25,2052-11-25,359768,295820,4.820,360,FL,Refinance,D,1-3 years,$100k-$150k,Grace Period,11,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1590,BW-3590,ARM,2024-07-12,2054-07-12,449686,285881,5.987,360,OH,Refinance,B,1-3 years,$0-$50k,Late (60-89 days),8,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1591,BW-3591,Fixed,2020-12-04,2035-12-04,213624,177892,5.174,180,NC,Refinance,C,< 1 year,$50k-$100k,Late (30-59 days),32,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1592,BW-3592,ARM,2024-12-26,2054-12-26,285534,195662,7.528,360,PA,Refinance,HR,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1593,BW-3593,Fixed,2021-01-06,2051-01-06,208337,153106,7.539,360,MI,Purchase,A,< 1 year,$50k-$100k,Late (60-89 days),35,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1594,BW-3594,VA,2021-12-09,2051-12-09,321937,280126,8.687,360,PA,Refinance,B,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1595,BW-3595,FHA,2023-08-15,2053-08-15,241745,230776,5.841,360,TX,DebtConsolidation,HR,3-5 years,$150k+,Grace Period,24,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1596,BW-3596,Fixed,2024-07-15,2054-07-15,276834,204764,4.871,360,NY,DebtConsolidation,HR,5+ years,$100k-$150k,Grace Period,1,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1597,BW-3597,FHA,2023-03-25,2053-03-25,381787,344324,8.640,360,GA,Purchase,A,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1598,BW-3598,FHA,2020-03-26,2050-03-26,126423,113278,6.023,360,OH,Purchase,HR,3-5 years,$50k-$100k,Grace Period,5,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1599,BW-3599,VA,2022-10-06,2037-10-06,301830,152970,5.142,180,IL,DebtConsolidation,E,1-3 years,$100k-$150k,Grace Period,31,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1600,BW-3600,VA,2024-09-18,2054-09-18,199599,160991,4.385,360,NC,Refinance,A,3-5 years,$50k-$100k,Grace Period,1,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1601,BW-3601,FHA,2023-07-11,2053-07-11,269333,136449,8.614,360,FL,Purchase,B,1-3 years,$50k-$100k,Grace Period,21,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1602,BW-3602,FHA,2023-05-18,2053-05-18,154402,86859,7.341,360,IL,DebtConsolidation,A,1-3 years,$150k+,Grace Period,33,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1603,BW-3603,ARM,2021-07-13,2051-07-13,449943,250750,5.965,360,NC,Purchase,HR,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1604,BW-3604,ARM,2020-01-04,2050-01-04,437374,327477,4.830,360,CA,Refinance,A,< 1 year,$150k+,Late (30-59 days),40,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1605,BW-3605,VA,2020-12-02,2035-12-02,183704,176453,6.080,180,FL,DebtConsolidation,C,5+ years,$100k-$150k,Late (30-59 days),4,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1606,BW-3606,FHA,2024-01-26,2054-01-26,413207,261415,5.139,360,FL,DebtConsolidation,F,3-5 years,$50k-$100k,Grace Period,28,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1607,BW-3607,Fixed,2020-08-27,2050-08-27,419779,304953,8.811,360,PA,DebtConsolidation,HR,5+ years,$150k+,Late (30-59 days),0,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-1608,BW-3608,Fixed,2022-05-25,2037-05-25,228173,189794,8.705,180,TX,Refinance,E,5+ years,$0-$50k,Late (60-89 days),43,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1609,BW-3609,Fixed,2021-07-10,2051-07-10,458264,330138,8.424,360,CA,Refinance,D,1-3 years,$150k+,Late (60-89 days),39,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1610,BW-3610,ARM,2020-10-24,2050-10-24,167959,90643,5.692,360,OH,DebtConsolidation,D,1-3 years,$0-$50k,Grace Period,17,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1611,BW-3611,FHA,2024-12-06,2054-12-06,441333,287675,5.645,360,TX,Refinance,D,< 1 year,$150k+,Grace Period,7,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1612,BW-3612,Fixed,2021-11-11,2051-11-11,341144,320095,9.349,360,TX,Refinance,D,3-5 years,$100k-$150k,Late (30-59 days),14,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1613,BW-3613,VA,2021-10-04,2051-10-04,298992,212661,8.402,360,CA,Purchase,B,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1614,BW-3614,VA,2023-01-08,2053-01-08,144398,79176,7.096,360,NY,DebtConsolidation,B,< 1 year,$50k-$100k,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1615,BW-3615,FHA,2023-10-19,2038-10-19,101757,99582,3.953,180,PA,Refinance,B,1-3 years,$50k-$100k,Grace Period,11,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1616,BW-3616,FHA,2022-07-08,2052-07-08,374498,322787,7.941,360,CA,Purchase,D,1-3 years,$50k-$100k,Grace Period,29,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1617,BW-3617,Fixed,2022-02-25,2052-02-25,464257,431670,7.692,360,OH,DebtConsolidation,B,5+ years,$150k+,Late (60-89 days),5,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1618,BW-3618,FHA,2023-03-24,2053-03-24,325003,197116,6.287,360,NC,Purchase,F,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1619,BW-3619,VA,2021-05-11,2036-05-11,151082,121397,8.361,180,OH,Refinance,D,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1620,BW-3620,Fixed,2022-12-27,2052-12-27,126526,73566,4.077,360,OH,DebtConsolidation,D,3-5 years,$0-$50k,Late (60-89 days),27,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1621,BW-3621,FHA,2020-11-01,2050-11-01,264601,149281,5.054,360,PA,Refinance,A,< 1 year,$0-$50k,Late (60-89 days),44,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1622,BW-3622,VA,2024-06-11,2054-06-11,423683,217532,5.571,360,IL,DebtConsolidation,C,5+ years,$100k-$150k,Grace Period,13,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1623,BW-3623,Fixed,2020-06-24,2035-06-24,336568,306138,6.598,180,OH,DebtConsolidation,HR,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1624,BW-3624,FHA,2024-05-09,2054-05-09,361325,206053,5.049,360,NC,Refinance,D,< 1 year,$0-$50k,Grace Period,35,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1625,BW-3625,Fixed,2022-10-27,2052-10-27,375771,270570,7.851,360,TX,Refinance,D,1-3 years,$0-$50k,Grace Period,4,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1626,BW-3626,FHA,2021-05-31,2051-05-31,104590,100355,6.683,360,PA,Refinance,B,3-5 years,$50k-$100k,Late (60-89 days),3,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1627,BW-3627,ARM,2020-02-22,2050-02-22,238325,140068,4.714,360,NC,DebtConsolidation,HR,3-5 years,$0-$50k,Late (30-59 days),41,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1628,BW-3628,FHA,2022-07-24,2037-07-24,394300,346868,4.693,180,TX,Purchase,D,5+ years,$150k+,Late (60-89 days),11,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1629,BW-3629,ARM,2023-11-16,2053-11-16,215811,197003,5.797,360,GA,Purchase,A,5+ years,$100k-$150k,Grace Period,17,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1630,BW-3630,Fixed,2021-12-18,2051-12-18,491128,305230,8.157,360,PA,Purchase,D,3-5 years,$50k-$100k,Late (30-59 days),18,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1631,BW-3631,VA,2023-06-04,2053-06-04,167848,128521,4.002,360,OH,Purchase,B,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1632,BW-3632,Fixed,2022-01-03,2052-01-03,106531,62796,9.058,360,TX,Refinance,B,1-3 years,$150k+,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1633,BW-3633,VA,2020-09-26,2050-09-26,313130,241612,4.288,360,IL,Purchase,C,< 1 year,$0-$50k,Late (30-59 days),11,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1634,BW-3634,VA,2024-02-26,2054-02-26,222824,128151,8.317,360,OH,Purchase,HR,3-5 years,$50k-$100k,Late (30-59 days),24,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1635,BW-3635,ARM,2021-10-01,2051-10-01,124721,79965,7.645,360,NY,Purchase,A,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1636,BW-3636,VA,2024-05-14,2054-05-14,396487,265782,3.684,360,PA,Purchase,E,1-3 years,$150k+,Late (60-89 days),11,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1637,BW-3637,VA,2021-01-18,2051-01-18,484650,291394,8.538,360,OH,Purchase,C,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1638,BW-3638,ARM,2021-10-12,2051-10-12,185867,180516,3.641,360,IL,Purchase,E,3-5 years,$100k-$150k,Late (60-89 days),18,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1639,BW-3639,Fixed,2022-01-08,2052-01-08,164199,94053,4.209,360,GA,DebtConsolidation,D,3-5 years,$0-$50k,Late (30-59 days),38,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1640,BW-3640,VA,2020-03-26,2050-03-26,389427,382546,7.369,360,CA,Purchase,HR,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1641,BW-3641,VA,2024-07-06,2054-07-06,322488,197355,8.435,360,MI,Refinance,E,1-3 years,$50k-$100k,Grace Period,39,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-1642,BW-3642,FHA,2020-09-24,2050-09-24,456488,313340,5.954,360,CA,Refinance,F,< 1 year,$150k+,Late (60-89 days),8,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1643,BW-3643,VA,2022-02-12,2052-02-12,161059,124543,5.837,360,OH,Refinance,B,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1644,BW-3644,ARM,2020-11-10,2050-11-10,451206,228784,3.735,360,CA,DebtConsolidation,HR,< 1 year,$100k-$150k,Late (60-89 days),28,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1645,BW-3645,FHA,2021-01-27,2036-01-27,455356,420368,7.874,180,MI,Refinance,HR,3-5 years,$50k-$100k,Late (60-89 days),29,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1646,BW-3646,VA,2021-12-23,2051-12-23,403518,217456,6.092,360,TX,Purchase,B,5+ years,$100k-$150k,Late (60-89 days),23,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1647,BW-3647,FHA,2021-07-05,2051-07-05,496368,316011,6.417,360,MI,Purchase,HR,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1648,BW-3648,FHA,2020-05-10,2050-05-10,148136,111675,4.678,360,NC,Purchase,E,5+ years,$150k+,Late (60-89 days),25,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1649,BW-3649,FHA,2023-03-11,2038-03-11,186471,104966,8.842,180,GA,Refinance,D,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1650,BW-3650,Fixed,2021-07-27,2051-07-27,137041,122835,4.888,360,MI,DebtConsolidation,D,< 1 year,$0-$50k,Late (60-89 days),4,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1651,BW-3651,Fixed,2022-10-10,2052-10-10,460932,376450,6.454,360,GA,Purchase,B,< 1 year,$150k+,Grace Period,35,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1652,BW-3652,ARM,2020-12-12,2035-12-12,110340,58873,4.909,180,FL,DebtConsolidation,F,1-3 years,$50k-$100k,Late (30-59 days),23,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1653,BW-3653,Fixed,2024-06-11,2054-06-11,148933,122910,6.511,360,CA,DebtConsolidation,B,5+ years,$0-$50k,Grace Period,5,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1654,BW-3654,FHA,2024-05-22,2054-05-22,450404,296591,9.416,360,TX,Refinance,HR,5+ years,$50k-$100k,Grace Period,5,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1655,BW-3655,ARM,2023-10-15,2053-10-15,168246,122349,4.806,360,PA,Purchase,D,1-3 years,$150k+,Grace Period,24,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1656,BW-3656,FHA,2022-03-27,2052-03-27,380991,328828,5.758,360,OH,Refinance,HR,3-5 years,$150k+,Late (60-89 days),35,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1657,BW-3657,Fixed,2023-03-19,2053-03-19,175763,147750,6.827,360,NY,Purchase,E,3-5 years,$100k-$150k,Late (60-89 days),36,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1658,BW-3658,ARM,2024-04-30,2054-04-30,495150,398510,6.241,360,NC,DebtConsolidation,B,1-3 years,$150k+,Grace Period,0,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1659,BW-3659,ARM,2020-05-23,2035-05-23,427118,231128,5.979,180,GA,Purchase,A,1-3 years,$150k+,Late (30-59 days),1,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1660,BW-3660,ARM,2020-01-01,2050-01-01,272525,228362,6.628,360,PA,DebtConsolidation,A,< 1 year,$100k-$150k,Grace Period,9,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1661,BW-3661,Fixed,2024-12-21,2054-12-21,486545,394739,6.555,360,GA,Refinance,A,3-5 years,$0-$50k,Late (60-89 days),43,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1662,BW-3662,Fixed,2021-11-21,2051-11-21,339555,330881,6.670,360,TX,Refinance,C,1-3 years,$50k-$100k,Late (30-59 days),19,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1663,BW-3663,VA,2021-02-16,2036-02-16,239930,207634,6.681,180,FL,Refinance,A,3-5 years,$100k-$150k,Late (60-89 days),43,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1664,BW-3664,ARM,2023-06-23,2053-06-23,217513,193893,6.075,360,CA,DebtConsolidation,F,1-3 years,$50k-$100k,Late (60-89 days),27,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1665,BW-3665,ARM,2023-10-19,2053-10-19,170148,97729,6.709,360,OH,DebtConsolidation,A,< 1 year,$150k+,Late (60-89 days),25,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1666,BW-3666,ARM,2023-07-22,2053-07-22,235813,181979,8.375,360,FL,DebtConsolidation,C,1-3 years,$0-$50k,Late (30-59 days),44,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1667,BW-3667,FHA,2023-06-21,2053-06-21,136405,76649,9.273,360,PA,Refinance,D,5+ years,$100k-$150k,Grace Period,21,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1668,BW-3668,FHA,2023-08-14,2053-08-14,367777,213725,4.636,360,TX,DebtConsolidation,HR,< 1 year,$150k+,Grace Period,41,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1669,BW-3669,VA,2023-11-18,2053-11-18,241513,224703,9.144,360,PA,Purchase,C,3-5 years,$50k-$100k,Late (60-89 days),11,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1670,BW-3670,VA,2024-06-17,2039-06-17,329649,269141,5.002,180,OH,DebtConsolidation,C,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1671,BW-3671,Fixed,2021-07-16,2036-07-16,118507,100763,6.967,180,IL,Purchase,C,1-3 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1672,BW-3672,FHA,2020-04-03,2050-04-03,105698,72555,8.206,360,OH,Refinance,B,< 1 year,$100k-$150k,Late (60-89 days),37,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1673,BW-3673,Fixed,2023-03-06,2053-03-06,492981,324111,3.550,360,IL,Purchase,C,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1674,BW-3674,ARM,2021-12-08,2051-12-08,221882,174391,4.078,360,TX,Purchase,F,5+ years,$150k+,Grace Period,36,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1675,BW-3675,VA,2021-08-02,2051-08-02,444154,346528,8.620,360,PA,Purchase,A,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1676,BW-3676,Fixed,2022-06-05,2052-06-05,186569,118429,3.577,360,MI,Refinance,A,3-5 years,$50k-$100k,Late (30-59 days),4,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1677,BW-3677,Fixed,2021-09-11,2051-09-11,246654,215150,7.299,360,FL,Purchase,E,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1678,BW-3678,Fixed,2023-04-25,2053-04-25,297973,166988,8.219,360,IL,Purchase,B,< 1 year,$50k-$100k,Late (30-59 days),33,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1679,BW-3679,VA,2024-04-06,2054-04-06,203381,186696,9.249,360,PA,Purchase,B,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1680,BW-3680,Fixed,2023-08-13,2053-08-13,399937,256149,6.352,360,FL,Purchase,D,< 1 year,$0-$50k,Grace Period,31,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-1681,BW-3681,ARM,2024-10-19,2039-10-19,199540,150194,3.880,180,FL,Refinance,A,< 1 year,$0-$50k,Late (60-89 days),24,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1682,BW-3682,FHA,2023-10-03,2053-10-03,222006,182581,8.110,360,NY,DebtConsolidation,A,< 1 year,$0-$50k,Grace Period,15,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1683,BW-3683,ARM,2024-09-30,2054-09-30,351414,281486,7.779,360,GA,Refinance,D,3-5 years,$0-$50k,Late (60-89 days),30,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1684,BW-3684,Fixed,2024-09-08,2039-09-08,193040,137201,8.530,180,PA,Refinance,HR,5+ years,$0-$50k,Late (60-89 days),22,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1685,BW-3685,VA,2022-12-26,2052-12-26,244092,166817,5.839,360,MI,Purchase,C,< 1 year,$50k-$100k,Grace Period,27,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1686,BW-3686,Fixed,2023-02-03,2053-02-03,139569,97144,4.106,360,PA,Refinance,B,< 1 year,$0-$50k,Current,0,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1687,BW-3687,FHA,2021-05-21,2051-05-21,253965,231019,7.910,360,CA,Refinance,B,5+ years,$0-$50k,Grace Period,19,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1688,BW-3688,FHA,2024-12-02,2054-12-02,292153,178899,5.961,360,MI,Purchase,C,1-3 years,$50k-$100k,Late (30-59 days),44,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1689,BW-3689,VA,2021-07-05,2051-07-05,488727,474060,8.260,360,FL,DebtConsolidation,F,3-5 years,$100k-$150k,Grace Period,29,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1690,BW-3690,ARM,2023-10-03,2053-10-03,262639,183266,6.074,360,PA,Refinance,C,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1691,BW-3691,VA,2023-08-09,2053-08-09,479036,268037,3.927,360,PA,DebtConsolidation,B,5+ years,$50k-$100k,Late (60-89 days),6,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1692,BW-3692,FHA,2020-09-15,2050-09-15,405369,249838,6.663,360,TX,DebtConsolidation,D,5+ years,$150k+,Current,0,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1693,BW-3693,VA,2020-11-30,2050-11-30,185703,119606,3.752,360,MI,Purchase,F,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1694,BW-3694,VA,2021-01-18,2051-01-18,204190,136598,9.198,360,IL,Purchase,E,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1695,BW-3695,VA,2024-02-18,2054-02-18,270330,179192,4.110,360,IL,Purchase,HR,1-3 years,$0-$50k,Late (60-89 days),6,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1696,BW-3696,VA,2020-12-19,2050-12-19,359653,190536,7.116,360,GA,Purchase,E,3-5 years,$50k-$100k,Late (60-89 days),37,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1697,BW-3697,VA,2022-04-03,2052-04-03,476814,279401,4.272,360,PA,Purchase,C,5+ years,$0-$50k,Late (60-89 days),37,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1698,BW-3698,ARM,2022-11-09,2037-11-09,424853,214237,8.969,180,MI,Purchase,E,1-3 years,$150k+,Late (60-89 days),37,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1699,BW-3699,Fixed,2023-02-15,2053-02-15,358156,180326,7.098,360,IL,Refinance,F,< 1 year,$150k+,Current,0,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1700,BW-3700,FHA,2020-01-27,2050-01-27,496634,352425,8.504,360,IL,Refinance,B,1-3 years,$50k-$100k,Late (60-89 days),41,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1701,BW-3701,ARM,2021-05-09,2036-05-09,449156,336131,7.864,180,CA,DebtConsolidation,A,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
